"title","artist","year","num_words","id","duration_ms","popularity","danceability","energy","loudness","valence","tempo"
"YOU MEAN THE WORLD TO ME","Toni Braxton","1994","498","1d0GYRpnCb0XNQcQdKhfKL","296400","45","0.595","0.736","-6.648","0.521","167.669"
"CAN YOU FEEL THE LOVE TONIGHT","Elton John","1994","181","67HKtdqchK0rmODxsBeWT8","240000","55","0.297","0.364","-9.261","0.149","122.598"
"FANTASTIC VOYAGE","Coolio","1994","563","3QlTzofanSqDWywxEzGGE2","334440","48","0.888","0.584","-13.308","0.762","104.704"
"REGULATE","Warren G","1994","583","7nYvUtkQMx1v80S2FH2s9J","248866","73","0.845","0.51","-13.064","0.74","95.265"
"IF YOU GO","Jon Secada","1994","344","3b2JWlZ020qGdaDtcO7Gyy","275000","32","0.631","0.813","-8.106","0.522","105.998"
"NOW AND FOREVER","Richard Marx","1994","139","2V2pxcEfn5zs79sE7qcewA","214826","64","0.441","0.258","-11.227","0.172","77.988"
"WHEN CAN I SEE YOU","Babyface","1994","210","2zItQNJrVrTioXTXWiI2ed","229600","54","0.754","0.472","-11.787","0.613","169.199"
"PLEASE FORGIVE ME","Bryan Adams","1994","385","0ZJhQU5neADfzJhXVzZdoa","355640","56","0.58","0.479","-6.994","0.153","133.996"
"SHOOP","Salt-N-Pepa","1994","646","0Pu71wxadDlB8fJXfjIjeJ","248573","68","0.939","0.675","-7.232","0.795","96.918"
"SHINE","Collective Soul","1994","276","1HZ3cUZUw5htSFmah1V8Ko","306040","67","0.54","0.423","-8.799","0.353","150.135"
"SAID I LOVED YOU...BUT I LIED","Michael Bolton","1994","275","2nfMrwg3aRhSAv4HX7IzJL","304866","60","0.547","0.569","-8.644","0.432","159.713"
"RETURN TO INNOCENCE","Enigma","1994","99","2UKkLqST2xWpK8n1b0Xr5Z","255466","62","0.476","0.584","-12.357","0.417","88.026"
"ALL I WANNA DO","Sheryl Crow","1994","460","3ZpQiJ78LKINrW9SQTgbXd","272106","65","0.836","0.533","-11.263","0.957","120.08"
"MMM MMM MMM MMM","Crash Test Dummies","1994","184","76nvqWPFucUra1xCkN1tnD","235173","58","0.58","0.575","-7.72","0.37","92.934"
"CAN WE TALK","Tevin Campbell","1994","242","6a5jHgwqYMk9wlYJYfs3c9","284586","65","0.658","0.711","-7.424","0.614","172.365"
"I'D DO ANYTHING FOR LOVE","Meat Loaf","1994","923","391CwgcBxvUHmEKda2b5In","316466","59","0.417","0.659","-6.385","0.339","104.818"
"COME TO MY WINDOW","Melissa Etheridge","1994","278","4LmlGaGTEbTGE5VngAbpA3","236000","52","0.512","0.636","-9.602","0.499","97.257"
"STROKE YOU UP","Changing Faces","1994","304","4VcV0t8VN6AZcWTznJOUUN","215899","48","0.73","0.731","-3.438","0.649","131.396"
"I'M READY","Tevin Campbell","1994","120","1eGY6roK1W2vFIhDXu2lXq","286720","59","0.684","0.687","-6.393","0.752","91.201"
"ANYTIME YOU NEED A FRIEND","Mariah Carey","1994","198","0S8xKy1efKy3LvR53qe3Cq","265466","51","0.57","0.549","-7.956","0.295","136.13"
"BECAUSE OF LOVE","Janet Jackson","1994","246","40kJxdeSmQieEgTgShXumm","260906","41","0.764","0.878","-5.647","0.825","112.37"
"LINGER","Cranberries","1994","292","0gEyKnHvgkrkBM6fbeHdwK","274706","76","0.439","0.434","-14.918","0.204","94.845"
"FOUND OUT ABOUT YOU","Gin Blossoms","1994","266","5WmDRnuGYo31xrWNDcYaps","233400","54","0.543","0.816","-8.052","0.71","134.707"
"GIN AND JUICE","Snoop Doggy Dogg","1994","473","0WKYRFtH6KKbaNWjsxqm70","211493","74","0.549","0.853","-4.293","0.346","94.695"
"STREETS OF PHILADELPHIA","Bruce Springsteen","1994","150","3fbnbn6A5O5RNb08tlUEgd","195080","69","0.724","0.249","-15.488","0.444","93.667"
"ENDLESS LOVE","Luther Vandross","1994","229","6D4vhXwVrO2OCgZvqEjsuA","259573","60","0.424","0.423","-10.004","0.25","96.051"
"UNDERSTANDING","Xscape","1994","224","4yKbbM56fLCxwR5CTH6QkP","341466","51","0.7","0.465","-10.43","0.306","137.823"
"THIS D.J.","Warren G","1994","370","2ImuQo1g14CTR9hZAZD3aQ","203026","61","0.804","0.438","-10.563","0.576","92.034"
"CRY FOR YOU","Jodeci","1994","311","3RNvMhYFEwpCgPnDGKR5MB","300906","51","0.651","0.498","-12.159","0.581","115.771"
"KEEP YA HEAD UP","2Pac","1994","777","0XRbYXQUymj9SJkrr8YK5B","262506","68","0.636","0.731","-7.037","0.61","86.15"
"YOUR BODY'S CALLIN'","R. Kelly","1994","262","4iXZFxEUzTTLMLE5jCyKEb","277493","51","0.658","0.55","-6.705","0.727","168.289"
"TOOTSEE ROLL","69 Boyz","1994","677","0SAIjVOwxVnO1l9HGvLuOU","261360","52","0.869","0.725","-12.507","0.699","132.989"
"I CAN SEE CLEARLY NOW","Jimmy Cliff","1994","195","7aJZxI6TVdIvQSuWxQ4rqp","195326","66","0.799","0.662","-8.585","0.717","120.082"
"NEVER KEEPING SECRETS","Babyface","1994","285","7L06pF5o819jflseQ4Wde5","293266","47","0.693","0.648","-6.411","0.319","113.117"
"CRAZY","Aerosmith","1994","295","74irxdVWstNlEQjsvArITq","316693","73","0.37","0.866","-3.879","0.427","162.086"
"JUST KICKIN' IT","Xscape","1994","233","51RvCRzeTqoQgdOBgcpHtT","204133","57","0.694","0.365","-12.294","0.693","80.904"
"AT YOUR BEST","Aaliyah","1994","284","4lRrk574qIHpoEEKC1zuam","291400","63","0.626","0.441","-10.637","0.563","78.094"
"ROCK AND ROLL DREAMS COME THROUGH","Meat Loaf","1994","531","452fSzvkB2A8FHVI4JKK2S","350866","33","0.565","0.884","-3.304","0.487","112.24"
"AMAZING","Aerosmith","1994","232","6beFuzSjwhOKFZp2aqYDdY","356160","65","0.308","0.747","-5.434","0.278","139.454"
"ALWAYS","Erasure","1994","309","5QQCp4fQiU9I2FU9FvJVV2","237800","41","0.596","0.731","-9.961","0.308","103.027"
"ALWAYS","Erasure","1994","309","2RChe0r2cMoyOvuKobZy44","353026","74","0.383","0.659","-5.558","0.327","140.795"
"GROOVE THANG","Zhane","1994","340","5MiIyCJ1DYbWLdwWYzyNcJ","236506","46","0.905","0.501","-7.215","0.829","102.035"
"DREAMS","Gabrielle","1994","400","3vmOVIUDPW2sMlZDIlij6O","259019","41","0.604","0.51","-7.879","0.241","134.953"
"MR. VAIN","Culture Beat","1994","475","4ih3dyFZoeTdaeJW9mPbOI","257466","69","0.703","0.997","-7.666","0.391","132.872"
"MARY JANE'S LAST DANCE","Tom Petty and The Heartbreakers","1994","274","3dmqIB2Qxe2XZobw9gXxJ6","273600","68","0.464","0.655","-9.058","0.531","169.515"
"ANYTHING","SWV","1994","180","3ZbrIs9xvGTLtHDcOel91B","246320","42","0.798","0.794","-5.637","0.781","94.967"
"U.N.I.T.Y.","Queen Latifah","1994","587","3mmbJnh1L94Zl8QZcUTq39","251906","56","0.672","0.758","-4.18","0.493","94.312"
"SECRET","Madonna","1994","296","15FcP9qwmIKqaD5NhfhNpu","304933","52","0.813","0.655","-7.884","0.46","99.982"
"HERE COMES THE HOTSTEPPER","Ini Kamoze","1994","451","3QRM0qZB7oMYavveH0iEqx","250466","67","0.889","0.454","-8.598","0.436","100.36"
"EVERYDAY","Phil Collins","1994","287","1TuC2upbvZ6Ae0VE4kj8dT","343893","49","0.701","0.469","-9.63","0.384","94.699"
"DON'T TAKE THE GIRL","Tim McGraw","1994","275","2iTRea118VRKRUzrGjjlHP","249360","56","0.439","0.454","-8.669","0.354","204.263"
"GOT ME WAITING","Heavy D and The Boyz","1994","627","7lqwSAP2isafyCokjZd7aE","271466","36","0.757","0.302","-15.951","0.524","90.321"
"INDIAN OUTLAW","Tim McGraw","1994","248","1fYypIR0kaFzaSRbzvtjl9","182120","57","0.664","0.739","-7.229","0.759","110.101"
"ALWAYS","Bon Jovi","1994","369","5QQCp4fQiU9I2FU9FvJVV2","237800","41","0.596","0.731","-9.961","0.308","103.027"
"ALWAYS","Bon Jovi","1994","369","2RChe0r2cMoyOvuKobZy44","353026","74","0.383","0.659","-5.558","0.327","140.795"
"I'M THE ONLY ONE","Melissa Etheridge","1994","356","4veE1jrMbVSy9FRCiYDGkD","295000","59","0.613","0.476","-9.648","0.644","84.938"
"LOVE SNEAKIN' UP ON YOU","Bonnie Raitt","1994","207","1UtxIyLkTt7iR5TcWLt8IT","220733","30","0.483","0.673","-8.105","0.558","189.704"
"ALWAYS IN MY HEART","Tevin Campbell","1994","471","2CD8UvBi01dwnriCM8TivL","338732","46","0.713","0.677","-6.761","0.522","124.152"
"WHAT IS LOVE","Haddaway","1994","308","4v6jydWBTAIqnyPVNyOAdc","269373","65","0.69","0.801","-5.944","0.726","123.864"
"AND OUR FEELINGS","Babyface","1994","221","27sYHmgfRvHFyQ5vrm5nQp","342360","37","0.741","0.592","-7.819","0.27","128.137"
"BOP GUN","Ice Cube","1994","1356","0oZiK5HCMPn241PbUCslkF","287080","45","0.891","0.837","-5.402","0.767","103.05"
"I WANNA BE DOWN","Brandy","1994","218","6N9uyMZf9pbNOuomveWscp","291666","62","0.703","0.469","-6.515","0.661","86.038"
"I WILL ALWAYS LOVE YOU","Whitney Houston","1993","150","4eHbdreAnSOrDDsFfc4Fpm","271093","76","0.306","0.214","-12.518","0.108","66.98"
"THAT'S THE WAY LOVE GOES","Janet Jackson","1993","337","29rQJydAlO0uMyWvRIZxQg","265106","65","0.703","0.7","-6.789","0.582","97.675"
"WEAK","SWV","1993","485","71EHOyEOhNx1SzTebRRyng","291906","66","0.693","0.533","-10.954","0.568","127.661"
"IF I EVER FALL IN LOVE","Shai","1993","255","1jCsCYgzQQHk3bDJDuFbNi","189026","57","0.525","0.221","-11.233","0.415","36.71"
"DREAMLOVER","Mariah Carey","1993","322","6HcQZfMrw3KwGyzrKw1Pjy","232960","56","0.701","0.705","-6.18","0.71","100.669"
"RUMP SHAKER","Wreckx-N-Effect","1993","849","4dY4JVC0Q9CwpeZ6JAclIc","312360","53","0.885","0.81","-6.83","0.247","102.773"
"INFORMER","Snow","1993","869","2LjiPAQOVazT8sRyXL3XRs","268910","65","0.763","0.742","-10.975","0.483","98.145"
"IN THE STILL OF THE NITE","Boyz II Men","1993","158","2tbSiDmrerPi24rEIBwtkh","169840","43","0.393","0.182","-15.691","0.233","85.924"
"DON'T WALK AWAY","Jade","1993","222","7tsRp7QKUBp6hc9bth0h7x","216373","61","0.831","0.915","-7.501","0.881","102.979"
"LATELY","Jodeci","1993","277","5hIljtQ1fRvDRc1aHdhwWK","373626","42","0.385","0.317","-12.71","0.312","125.919"
"SHOW ME LOVE","Robin S.","1993","403","4t0UsYzmmmZRMTWn77jiGF","252106","65","0.811","0.833","-4.259","0.567","120.258"
"A WHOLE NEW WORLD","Peabo Bryson","1993","268","4tS8xQfyPGc7f4lJ1JP6BX","243493","64","0.516","0.32","-10.487","0.131","107.894"
"IF","Janet Jackson","1993","549","0t414ewhjcIiuPVF3QECz2","271640","52","0.653","0.976","-5.173","0.447","105.575"
"I'M SO INTO YOU","SWV","1993","270","5A0aUvnfAEcmUx3hoXjI8R","278333","61","0.85","0.513","-10.663","0.623","99.01"
"RUNAWAY TRAIN","Soul Asylum","1993","283","3TW48DvQ7ChwY1Yy1tkMaP","265866","70","0.613","0.72","-7.957","0.561","117.341"
"THE RIVER OF DREAMS","Billy Joel","1993","299","30qVCFYKBtAENjTIBA8FPZ","247626","61","0.631","0.749","-8.15","0.437","89.646"
"TWO PRINCES","Spin Doctors","1993","522","4ePP9So5xRzspjLFVVbj90","256733","72","0.543","0.912","-10.71","0.836","103.731"
"I HAVE NOTHING","Whitney Houston","1993","294","31er9IGsfFbwqy1pH4aiTP","289160","72","0.54","0.401","-10.499","0.24","152.974"
"MR. WENDAL","Arrested Development","1993","312","5DOYik1z3Of1wAFfY3dYbC","247506","50","0.884","0.37","-11.353","0.883","109.997"
"HAVE I TOLD YOU LATELY","Rod Stewart","1993","243","6mIY6O7uNGgVqOoX70UAYh","241506","61","0.523","0.366","-14.069","0.291","142.814"
"SAVING FOREVER FOR YOU","Shanice","1993","217","6pVU9bk1Tvbqlq719vJooz","268733","39","0.655","0.545","-8.163","0.463","133.358"
"I'D DO ANYTHING FOR LOVE","Meat Loaf","1993","923","391CwgcBxvUHmEKda2b5In","316466","59","0.417","0.659","-6.385","0.339","104.818"
"SLAM","Onyx","1993","631","0W2mz7mvaBaEsC4rmoRNPn","218506","61","0.879","0.692","-12.958","0.804","98.329"
"LOOKING THROUGH PATIENT EYES","P.M. Dawn","1993","500","2cRlkoXssyeXXHjjaF06Za","249666","37","0.786","0.372","-17.765","0.685","102.237"
"I'M EVERY WOMAN","Whitney Houston","1993","278","2eHj0klWkwRQuIrNlPpCPa","285106","56","0.666","0.848","-8.312","0.402","119.541"
"BABY I'M YOURS","Shai","1993","284","3xSu3S8v206qwhob9N2LGJ","274666","41","0.467","0.577","-9.535","0.609","143.625"
"I DON'T WANNA FIGHT","Tina Turner","1993","355","4D6i2CM29NHkUDI3jQ2afk","265400","47","0.601","0.899","-4.084","0.661","92.051"
"I'D DIE WITHOUT YOU","P.M. Dawn","1993","352","6FBlxkA9VKafooUNAi4W3p","250693","47","0.543","0.266","-18.813","0.343","79.992"
"HIP HOP HOORAY","Naughty By Nature","1993","584","1w29UTa5uUvIri2tWtZ12Y","267266","66","0.862","0.642","-13.652","0.765","99.201"
"ANOTHER SAD LOVE SONG","Toni Braxton","1993","392","70iDnqYvxCPl3mPd3ddxgD","301560","50","0.78","0.71","-7.429","0.858","96.067"
"WILL YOU BE THERE","Michael Jackson","1993","354","1igW25R8lnb5ze9GWbuVsl","460000","57","0.349","0.432","-9.554","0.137","82.935"
"GOOD ENOUGH","Bobby Brown","1993","497","63flJygRbWG473VvWiODYC","302093","41","0.578","0.744","-9.207","0.531","180.323"
"ALL THAT SHE WANTS","Ace Of Base","1993","244","6kWJvPfC4DgUpRsXKNa9z9","211213","71","0.798","0.625","-9.689","0.858","93.764"
"ONE LAST CRY","Brian McKnight","1993","225","3l9OCOG3Vt6c2lxeMyGSIY","295357","61","0.261","0.14","-13.626","0.0984","71.251"
"JUST KICKIN' IT","Xscape","1993","233","51RvCRzeTqoQgdOBgcpHtT","204133","57","0.694","0.365","-12.294","0.693","80.904"
"I GET AROUND","2Pac","1993","589","4voEoczU7Ijborps9XF1n3","259000","71","0.849","0.422","-13.95","0.624","96.216"
"BED OF ROSES","Bon Jovi","1993","416","1zng9uqqXoPkmU05nsAlsw","394400","73","0.313","0.58","-5.61","0.181","165.038"
"REAL LOVE","Mary J. Blige","1993","399","3XG801WWhqC753dekEBkMt","269973","64","0.769","0.781","-5.472","0.826","95.02"
"CRYIN'","Aerosmith","1993","370","0NJC0FDCODpPUntRTTQq97","308333","69","0.445","0.856","-3.674","0.486","105.872"
"HEY MR. D.J.","Zhane","1993","500","7tklytz84iS8vnUJrBRSVj","255026","39","0.865","0.645","-6.939","0.89","101.313"
"INSANE IN THE BRAIN","Cypress Hill","1993","471","1oTHteQbmJw15rPxPVXUTv","208266","71","0.897","0.612","-10.489","0.767","102.305"
"DEEPER AND DEEPER","Madonna","1993","505","6KU8g98m1tcrUXRNjPQeOI","333466","44","0.659","0.818","-7.09","0.39","119.943"
"RAIN","Madonna","1993","470","3b3PnE1ROIZzILjmCGjVib","328986","49","0.592","0.642","-9.38","0.16","92.419"
"BAD BOYS","Inner Circle","1993","580","0qeKzbUsW0V4ZWRJrHNiD3","229374","66","0.781","0.722","-8.376","0.532","87.862"
"DO YOU BELIEVE IN US","Jon Secada","1993","323","3u5e3ovyvQLoauwUzWezvX","239266","39","0.662","0.891","-7.245","0.743","107.75"
"ANGEL","Jon Secada","1993","146","543d68hZ4dzVePFfdVc0Ki","275040","50","0.485","0.477","-8.948","0.134","151.704"
"WHEN SHE CRIES","Restless Heart","1993","161","61EQfJXizp4MIpLYWyLoQI","222186","53","0.666","0.521","-10.993","0.361","105.223"
"SWEAT","Inner Circle","1993","547","1SssFw74DdHVjRa6ADggdD","227067","71","0.787","0.727","-7.705","0.936","173.025"
"IT WAS A GOOD DAY","Ice Cube","1993","512","2qOm7ukLyHUXWyR4ZWLwxA","260000","74","0.796","0.748","-5.409","0.802","82.384"
"MORE AND MORE","Captain Hollywood Project","1993","333","0JXXm3RqxU8EKzX4P8M0n3","253573","60","0.661","0.847","-11.855","0.71","125.862"
"REBIRTH OF SLICK","Digable Planets","1993","593","26q6YTrXt9l8qshIveiTX9","261266","56","0.884","0.334","-18.943","0.571","98.315"
"WHAT IS LOVE","Haddaway","1993","308","4v6jydWBTAIqnyPVNyOAdc","269373","65","0.69","0.801","-5.944","0.726","123.864"
"TO LOVE SOMEBODY","Michael Bolton","1993","223","4ye6YRG07XMpZZ9Y9tNTt6","247973","58","0.367","0.353","-11.786","0.282","74.103"
"GIVE IT UP, TURN IT LOOSE","En Vogue","1993","437","61vIGLnOsYaydUUKfJ9XC5","312040","35","0.836","0.58","-8.778","0.939","93.015"
"ALRIGHT","Kris Kross","1993","503","3uGjLZ5abCyCfYXBVfpf8X","243333","40","0.803","0.582","-11.286","0.547","97.305"
"CHECK YO SELF","Ice Cube","1993","554","3NGT0Td7H4Is1qrlDQJxma","273106","71","0.934","0.735","-6.668","0.768","101.368"
"FAITHFUL","Go West","1993","362","6lP1Tmf5VdZYviohSQoMiH","265560","44","0.615","0.912","-8.028","0.753","105.538"
"REASON TO BELIEVE","Rod Stewart","1993","231","6x5sduIWAaaM0dcWPYcNAF","250506","48","0.347","0.52","-13.253","0.471","138.178"
"BREAK IT DOWN AGAIN","Tears For Fears","1993","361","15kc3DJyYixeEEq5kRRrOm","271600","56","0.685","0.743","-6.894","0.509","108.998"
"LIVIN' ON THE EDGE","Aerosmith","1993","424","4avSaixVwu8uqfSs7zgoj3","380893","58","0.399","0.881","-4.341","0.272","84.58"
"HEY JEALOUSY","Gin Blossoms","1993","329","1ZoHRnS5U4m7V5pgvFiK1N","236066","61","0.464","0.785","-7.42","0.528","153.005"
"ONE WOMAN","Jade","1993","272","0EnFaSWSkj45lktHxHtcXb","289466","31","0.662","0.605","-9.475","0.545","151.946"
"CAN'T GET ENOUGH OF YOUR LOVE","Taylor Dayne","1993","265","4tmzLB4caxMSZDgWujR7sH","266533","38","0.688","0.743","-8.483","0.642","108.178"
"TWO STEPS BEHIND","Def Leppard","1993","233","0hJnqEmo8DeMmRhh6mwAof","256486","50","0.456","0.419","-10.594","0.425","146.148"
"END OF THE ROAD","Boyz II Men","1992","634","3l3xTXsUXeWlkPqzMs7mPD","351466","72","0.642","0.423","-9.283","0.505","149.61"
"BABY GOT BACK","Sir Mix-a-Lot","1992","709","1SAkL1mYNJlaqnBQxVZrRl","262826","67","0.933","0.666","-11.277","0.635","128.466"
"JUMP","Kris Kross","1992","588","27AHAtAirQapVldIm4c9ZX","195106","68","0.749","0.745","-10.625","0.481","101.972"
"TEARS IN HEAVEN","Eric Clapton","1992","154","612VcBshQcy4mpB2utGc3H","280000","75","0.695","0.336","-12.999","0.422","79.109"
"MY LOVIN'","En Vogue","1992","644","3R97rNX7JnmshCWBwOSFet","281613","60","0.767","0.839","-5.519","0.461","98.055"
"UNDER THE BRIDGE","Red Hot Chili Peppers","1992","274","3d9DChrdc6BOeFsbrZ3Is0","264306","82","0.559","0.345","-13.496","0.458","84.581"
"JUST ANOTHER DAY","Jon Secada","1992","324","5AoBNJQDXXEnIJGjJjZu3y","327426","59","0.717","0.642","-10.727","0.732","105.894"
"I LOVE YOUR SMILE","Shanice","1992","279","5BE3DOk0C26VCMxxT84bec","259626","52","0.669","0.813","-9.707","0.737","93.905"
"TO BE WITH YOU","Mr. Big","1992","332","3Mmt6Xk0H6VR92PEp6x3hP","210480","72","0.688","0.375","-9.601","0.45","83.635"
"I'M TOO SEXY","Right Said Fred","1992","247","2WElktskrNJEwgpp5Vouxk","170466","61","0.683","0.739","-12.831","0.836","122.113"
"BLACK OR WHITE","Michael Jackson","1992","428","2Cy7QY8HPLk925AyNAt6OG","202853","69","0.741","0.894","-3.826","0.96","114.869"
"ACHY BREAKY HEART","Billy Ray Cyrus","1992","283","2EoIt9vdgFRNW03u5IvFsQ","203373","65","0.795","0.582","-10.156","0.965","121.798"
"I'LL BE THERE","Mariah Carey","1992","253","5jI2ApByK8KJeWVU39oRO4","264160","50","0.404","0.511","-9.427","0.279","82.025"
"NOVEMBER RAIN","Guns N' Roses","1992","368","3YRCqOhFifThpSRFJ1VWFM","536066","80","0.294","0.641","-9.316","0.226","79.759"
"LIFE IS A HIGHWAY","Tom Cochrane","1992","366","7jIFGkTBIK1UwWaEXMW2Nh","266080","68","0.691","0.899","-3.471","0.754","103.051"
"REMEMBER THE TIME","Michael Jackson","1992","399","4jnFqNWeJCeCRHc4HCdxfd","239226","72","0.831","0.921","-2.383","0.794","108.002"
"FINALLY","CeCe Peniston","1992","337","0uqvSVhGgQTIdj9G51vhvv","245000","53","0.807","0.653","-11.01","0.845","120.08"
"THIS USED TO BE MY PLAYGROUND","Madonna","1992","32","637V2ymBt4Ljlbz4EmRys8","310266","44","0.499","0.308","-11.692","0.0708","75.91"
"CAN'T LET GO","Mariah Carey","1992","238","0ikbcCJIJaY9sKEivAXJ4I","266560","50","0.477","0.533","-11.049","0.18","162.368"
"JUMP AROUND","House Of Pain","1992","506","3TZwjdclvWt7iPJUnMpgcs","214946","75","0.854","0.71","-6.32","0.818","106.894"
"DON'T LET THE SUN GO DOWN ON ME","George Michael","1992","246","0q90594hk25yo0xZmBTqCd","346960","61","0.432","0.551","-8.096","0.253","136.465"
"MASTERPIECE","Atlantic Starr","1992","310","2sm3HfTCt3O6R6qUc5f6xb","295346","48","0.642","0.448","-10.418","0.299","137.831"
"IF YOU ASKED ME TO","Celine Dion","1992","304","6vubJBI43jIr557lvNbzlH","234360","51","0.46","0.437","-10.587","0.227","172.382"
"GIVING HIM SOMETHING HE CAN FEEL","En Vogue","1992","156","4htbAEZWr53J08x3dUv00W","235706","53","0.496","0.298","-10.175","0.705","203.824"
"SMELLS LIKE TEEN SPIRIT","Nirvana","1992","253","5ghIJDpPoe3CfHMGu71E6T","301920","75","0.516","0.906","-4.525","0.728","116.775"
"HUMPIN' AROUND","Bobby Brown","1992","490","6NVRYaGyZX2aWGtPnSqDgA","378493","39","0.723","0.797","-7.271","0.583","110.157"
"DAMN I WISH I WAS YOUR LOVER","Sophie B. Hawkins","1992","519","0RmEn2jcbyrLV4em3bnDZJ","323400","51","0.563","0.806","-6.826","0.42","95.188"
"IT'S SO HARD TO SAY GOODBYE TO YESTERDAY","Boyz II Men","1992","125","264JdkdtNRAGL4M4PnDYHC","168626","51","0.199","0.227","-10.927","0.259","73.861"
"MOVE THIS","Technotronic","1992","585","0PAGmTNpVASXq2tegMxSOs","296986","50","0.782","0.96","-4.047","0.979","120.682"
"TENNESSEE","Arrested Development","1992","607","1aaoIHFT9UqhlaEwLAhh00","272706","48","0.822","0.661","-10.234","0.67","99.883"
"THE BEST THINGS IN LIFE ARE FREE","Luther Vandross","1992","708","3E5wSWxUUUfIbZfYtL0h1A","276573","33","0.719","0.918","-5.173","0.636","120.376"
"MAKE IT HAPPEN","Mariah Carey","1992","369","5UVcgBRW78CCcKCopEGAST","307000","46","0.811","0.53","-8.537","0.75","107.853"
"SET ADRIFT ON MEMORY BLISS","P.M. Dawn","1992","482","3rcNGUOJ0mPOUcAFUlEyT3","252186","49","0.759","0.834","-5.13","0.763","98.979"
"STAY","Shakespear's Sister","1992","156","6acjwP9Mf3bHjGAEroxawr","227266","19","0.303","0.492","-11.207","0.178","96.578"
"BREAKIN' MY HEART","Mint Condition","1992","426","18sytW2s53Of6NVudQyUlH","356960","59","0.666","0.531","-9.881","0.551","137.17"
"I'D DIE WITHOUT YOU","P.M. Dawn","1992","352","6FBlxkA9VKafooUNAi4W3p","250693","47","0.543","0.266","-18.813","0.343","79.992"
"GOOD FOR ME","Amy Grant","1992","269","2GwDKcTJlvoRDaJXkA7ULJ","239493","33","0.594","0.883","-4.279","0.863","89.997"
"WHEN A MAN LOVES A WOMAN","Michael Bolton","1992","202","3ascnOSOR5MX901ylGuhcl","231066","68","0.476","0.363","-10.706","0.243","164.555"
"HAZARD","Richard Marx","1992","209","6aILdORvFPD0mO7y5q8O1t","316733","56","0.674","0.546","-11.461","0.63","124.845"
"MYSTERIOUS WAYS","U2","1992","272","50JK22El2PTIzZBU2liLDI","243586","62","0.674","0.659","-8.049","0.697","99.768"
"TOO FUNKY","George Michael","1992","364","4KjPPpRbthW8dSNdisR2Wi","224933","51","0.659","0.893","-8.324","0.756","98.262"
"ONE","U2","1992","265","3G69vJMWsX6ZohTykad2AU","276186","76","0.392","0.534","-8.793","0.325","181.305"
"KEEP ON WALKIN'","CeCe Peniston","1992","276","5Rg4i5SEzUXAiztaIwG3Qd","270837","33","0.774","0.705","-12.064","0.63","104.983"
"WARM IT UP","Kris Kross","1992","616","4Gv46S98aguDKuKTrbRBus","248333","43","0.865","0.778","-10.05","0.763","103.008"
